Bateria_Volts,Corriente_Panel_Solar,LgcTsol,Nivel_Agua_m,Precipitacion_mm,Precipitacion_24h_mm,Presion_Sensor_cm,Temperatura_Agua_C,Temperatura_Interna_C,Humedad_Interna_Porc,Año,Mes,Dia,Hora,Clasificacion_Clima_Cálido_y_Seco,Clasificacion_Clima_Desconocido,Clasificacion_Clima_Frío_y_Lluvioso,Clasificacion_Clima_Frío_y_Seco,Clasificacion_Clima_Templado_y_Lluvioso,Clasificacion_Clima_Templado_y_Seco
0.6097560975609756,0.11350293542074363,0.0,0.1481670795214418,0.027357107962872496,0.01968503937007874,0.0,0.2407045009784736,0.5873015873015872,0.4444444444444444,2007,12,31,22,0.0,0.0,1.0,0.0,0.0,0.0
0.6097560975609756,0.07827788649706457,0.0,0.13960385130626995,0.027357107962872496,0.01968503937007874,0.0,0.21135029354207438,0.6190476190476191,0.7777777777777777,2007,12,31,21,0.0,0.0,1.0,0.0,0.0,0.0
0.5853658536585366,0.003913894324853229,1.0,0.13185696262751256,0.027357107962872496,0.0,0.0,0.1780821917808219,0.4444444444444444,0.0,2007,12,31,20,0.0,1.0,0.0,0.0,0.0,0.0
0.6097560975609756,0.08806262230919765,0.0,0.12682011380847727,0.027357107962872496,0.01968503937007874,0.0,0.23679060665362034,0.6031746031746031,0.49206349206349204,2007,12,31,19,0.0,0.0,1.0,0.0,0.0,0.0
0.5853658536585366,0.003913894324853229,1.0,0.12178341266356171,0.027357107962872496,0.0,0.0,0.1780821917808219,0.4444444444444444,0.0,2007,12,31,18,0.0,1.0,0.0,0.0,0.0,0.0
0.6097560975609756,0.10371819960861056,0.0,0.1173461660584503,0.027357107962872496,0.01968503937007874,0.0,0.23679060665362034,0.5873015873015872,0.42857142857142855,2007,12,31,17,0.0,0.0,1.0,0.0,0.0,0.0
0.5853658536585366,0.003913894324853229,1.0,0.10796141414554253,0.027357107962872496,0.0,0.0,0.1780821917808219,0.4444444444444444,0.0,2007,12,31,16,0.0,1.0,0.0,0.0,0.0,0.0
0.5853658536585366,0.003913894324853229,1.0,0.10019948550221679,0.027357107962872496,0.0,0.0,0.1780821917808219,0.4444444444444444,0.0,2007,12,31,15,0.0,1.0,0.0,0.0,0.0,0.0
0.6097560975609756,0.13307240704500978,0.0,0.0917827146177512,0.027357107962872496,0.01968503937007874,0.0,0.10958904109589039,0.5555555555555556,0.015873015873015872,2007,12,31,14,0.0,0.0,1.0,0.0,0.0,0.0
0.5853658536585366,0.003913894324853229,1.0,0.08757505444859323,0.027357107962872496,0.0,0.0,0.1780821917808219,0.4444444444444444,0.0,2007,12,31,13,0.0,1.0,0.0,0.0,0.0,0.0
